id,Heb,translit,Hebz,stamgegevens,parent,vergelijk,taal
1,ב,b,ב,IN,NULL,NULL,H
2,חתף,<sup>c</sup>hát<sup>h</sup>af,חתפ,WEGGRISSEN,NULL,NULL,H
3,תאב,tá<sup>ʔ</sup>av,תאב,VERAFSCHUWEN,NULL,NULL,H
4,שׁקץ,s<sup>h</sup>áqa<sup>t</sup>s,שקצ,GRUWELEN,NULL,NULL,H
5,כבר,kávar,כבר,OVERVLOEIEN,NULL,NULL,H
6,דרר/דור,d-r-r/dur,דרר/דור,RONDOM,NULL,NULL,H
7,לענה,l-<sup>ʕ</sup>-n-h,לענה,ABSINTHIUM,NULL,NULL,H
8,צום,<sup>t</sup>sum,צומ,ONTHOUDEN,NULL,NULL,H
9,צמם,<sup>t</sup>s-m-m,צממ,DICHTEN,NULL,NULL,H
10,רצה,rá<sup>t</sup>sáh,רצה,WELBEHAGEN,NULL,NULL,H
11,רצה,rá<sup>t</sup>sáh,רצה,VERGOEDEN,NULL,NULL,H
12,שׁפע,s<sup>h</sup>-p-<sup>ʕ</sup>,שפע,OPHOPING,NULL,NULL,H
13,אחמתא,<sup>ʔ</sup>-<sup>c</sup>h-m-t<sup>h</sup>-<sup>ʔ</sup>,אחמתא,ACHMETA,NULL,NULL,H
14,קנה,qánáh,קנה,VERWERVEN,NULL,NULL,H
15,אישׁ/ישׁ,<sup>ʔ</sup>is<sup>h</sup>/jés<sup>h</sup>,איש/יש,BESTAAN,NULL,NULL,H
16,שׂפק,sáfaq,שפק,VOLDOEN,NULL,NULL,H
17,ספח,sáfa<sup>c</sup>h,ספח,ASSOCIEREN,NULL,NULL,H
18,ספח,sáfa<sup>c</sup>h,ספח,SCHURFTIG,NULL,NULL,H
19,ספח,sáfa<sup>c</sup>h,ספח,UITVOUWEN,NULL,NULL,H
20,דין/דון,dájan/d-w-n,דינ/דונ,RICHTEN,NULL,NULL,H
21,אדן,<sup>ʔ</sup>-d-l,אדנ,HEER,NULL,NULL,H
22,אדן,<sup>ʔ</sup>-d-l,אדנ,STEUN,NULL,NULL,H
23,מת,m-t<sup>h</sup>,מת,VOLWASSEN,NULL,NULL,H
24,מהל,máhal,מהל,VERDUNNEN,NULL,NULL,H
25,נאף,ná<sup>ʔ</sup>af,נאפ,OVERSPEL,NULL,NULL,H
26,שׂטן,sátan,שטנ,TEGENSTANDER,NULL,NULL,H
27,מלך,málac<sup>h</sup>,מלכ,ADVISEREN,NULL,NULL,H
28,עצד,<sup>ʕ</sup>-<sup>t</sup>s-d,עצד,OOGST,NULL,NULL,H
29,יגה,jágáh,יגה,BEDRUKT,NULL,NULL,H
30,יגה,jágáh,יגה,WEGWERPEN,NULL,NULL,H
31,פחד,pá<sup>c</sup>had,פחד,(beven van) ONTZAG,NULL,NULL,H
32,פחד,pá<sup>c</sup>had,פחד,DIJ,NULL,NULL,H
33,אחר,<sup>ʔ</sup>á<sup>c</sup>har,אחר,NA,NULL,NULL,H
34,לקשׁ,láqas<sup>h</sup>,לקש,NAGRAS,NULL,NULL,H
35,שׁבו,s<sup>h</sup>-b-w,שבו,AGAAT,NULL,NULL,H
36,פעם,pá<sup>ʕ</sup>am,פעמ,SLAG,NULL,NULL,H
37,אח,<sup>ʔ</sup>-<sup>c</sup>h,אח,ACH,NULL,NULL,H
38,ורו,w-r-w,ורו,SCHIETEN,NULL,NULL,H
39,ורי,w-r-j,ורי,ONDERWIJZEN,NULL,NULL,H
40,רוה,ruh,רוה,DOORDRENKEN,NULL,NULL,H
41,אהה,<sup>ʔ</sup>-h-h,אהה,OCH,NULL,NULL,H
42,שׁקד,s<sup>h</sup>áqad,שקד,WAKEN,NULL,NULL,H
43,יכל,jác<sup>h</sup>al,יכל,KUNNEN,NULL,NULL,H
44,כול,kul,כול,BEVATTEN,NULL,NULL,H
45,כלי,k-l-j,כלי,VREK,NULL,NULL,H
46,כלל,kálal,כלל,AL,NULL,NULL,H
47,כלה,káláh,כלה,NIER,NULL,NULL,H
48,תכלת,t<sup>h</sup>-k-l-t<sup>h</sup>,תכלת,BLAUWPAARS,NULL,NULL,H
49,נחל,ná<sup>c</sup>hal,נחל,TOEBEDELEN,NULL,NULL,H
50,חלל,<sup>c</sup>hálal,חלל,PERFOREREN,NULL,NULL,H
51,כמס,kámas,כמס,WEGBERGEN,NULL,NULL,H
1806,צפן,<sup>t</sup>sáfan,צפנ,WEGSTOPPEN,NULL,NULL,H
52,חשׁמל,<sup>c</sup>h-s<sup>h</sup>-m-l,חשמל,BARNSTEEN,NULL,NULL,H
53,ארב,<sup>ʔ</sup>árav,ארב,HINDERLAAG,NULL,NULL,H
54,ו,w,ו,EN,NULL,NULL,H
55,צלע,<sup>t</sup>sála<sup>ʕ</sup>,צלע,MANK,NULL,NULL,H
56,צלע,<sup>t</sup>sála<sup>ʕ</sup>,צלע,KROM,NULL,NULL,H
57,בנס,bánas,בנס,BOOS,NULL,NULL,H
58,עכס,<sup>ʕ</sup>ác<sup>h</sup>as,עכס,ENKELBAND,NULL,NULL,H
59,אלץ,<sup>ʔ</sup>ála<sup>t</sup>s,אלצ,DOORDRAMMEN,NULL,NULL,H
60,משׁח,más<sup>h</sup>a<sup>c</sup>h,משח,WRIJVEN,NULL,NULL,H
61,משׁח,más<sup>h</sup>a<sup>c</sup>h,משח,METEN,NULL,NULL,H
62,תא,t<sup>h</sup>-<sup>ʔ</sup>,תא,VERTREK,NULL,NULL,H
63,דאג,dá<sup>ʔ</sup>ag,דאג,ANGSTIG,NULL,NULL,H
64,מי,m-j,מי,WIE,NULL,NULL,H
65,קוף,q-w-p,קופ,AAP,NULL,NULL,H
66,גבב/גבן,g-b-b/g-b-n,גבב/גבנ,GEBOGEN,NULL,NULL,H
67,גב,g-b,גב,KUIL (leeuwen),NULL,NULL,H
68,גבה,g-b-h,גבה,VERGAREN,NULL,NULL,H
1584,גיא,g-j-<sup>ʔ</sup>,גיא,VALLEI,NULL,NULL,H
70,יגב,jágav,יגב,BEBOUWEN,NULL,NULL,H
71,נגב,n-g-b,נגב,VERDROGEN,NULL,NULL,H
72,גבע,g-b-<sup>ʕ</sup>,גבע,KOM,NULL,NULL,H
73,ציה,<sup>t</sup>s-j-h,ציה,DOR,NULL,NULL,H
74,צי,<sup>t</sup>s-j,צי,SCHIP,NULL,NULL,H
75,כסת,k-s-t<sup>h</sup>,כסת,BAND,NULL,NULL,H
76,צעד,<sup>t</sup>sá<sup>ʕ</sup>ad,צעד,TREDEN (stappen),NULL,NULL,H
77,בשׂם,b-sׂ-m,בשמ,GEURIG,NULL,NULL,H
78,סבב,sávav,סבב,CIRKELEN,NULL,NULL,H
79,סבא,sává<sup>ʔ</sup>,סבא,BEDRINKEN,NULL,NULL,H
80,ערך,<sup>ʕ</sup>árac<sup>h</sup>,ערכ,ORDENEN,NULL,NULL,H
81,קמט,qámat,קמט,GRIJPEN,NULL,NULL,H
82,אתה,<sup>ʔ</sup>á-t<sup>h</sup>áh,אתה,KOMEN,NULL,NULL,H
83,את,<sup>ʔ</sup>-t<sup>h</sup>,את,TEKEN,NULL,NULL,H
84,אות,<sup>ʔ</sup>u-t<sup>h</sup>,אות,INSTEMMEN,NULL,NULL,H
85,כ,k,כ,ALS,NULL,NULL,H
86,כרב,k-r-b,כרב,VOORBEDE,NULL,NULL,H
87,עת,<sup>ʕ</sup>-t<sup>h</sup>,עת,TIJD,NULL,NULL,H
88,כה,k-h,כה,ZO,NULL,NULL,H
89,מה,m-h,מה,WAT?,NULL,NULL,H
90,אפר,<sup>ʔ</sup>-p-r,אפר,AS,NULL,NULL,H
91,אפר,<sup>ʔ</sup>-p-r,אפר,HOOFDBEDEKKING,NULL,NULL,H
92,שׁאל,s<sup>h</sup>á<sup>ʔ</sup>ál,שאל,VRAGEN,NULL,NULL,H
93,עכשׁב,<sup>ʕ</sup>-k-s<sup>h</sup>-b,עכשב,GEHOORND,NULL,NULL,H
94,זיו,z-j-w,זיו,UITSTRALING,NULL,NULL,H
95,קהל,qáhal,קהל,SAMENKOMEN,NULL,NULL,H
96,להק,l-h-q,להק,OUDSTE,NULL,NULL,H
97,חשׁק,<sup>c</sup>hás<sup>h</sup>aq,חשק,HECHTEN,NULL,NULL,H
98,קשׁב,qás<sup>h</sup>av,קשב,AANDACHT,NULL,NULL,H
99,שׂחף,sׂ-<sup>c</sup>h-p,שחפ,VERZWAKKEN,NULL,NULL,H
100,רהב,ráhav,רהב,DRINGEN,NULL,NULL,H
101,שׁלט,s<sup>h</sup>álat,שלט,MACHTHEBBEN,NULL,NULL,H
102,נאם,ná<sup>ʔ</sup>am,נאמ,FLUISTEREN,NULL,NULL,H
103,ברח,bára<sup>c</sup>h,ברח,WEGRENNEN,NULL,NULL,H
104,גזר,gázar,גזר,DOORSNIJDEN,NULL,NULL,H
105,גרזן,g-r-z-l,גרזנ,BIJL,NULL,NULL,H
106,תחשׁ,t<sup>h</sup>-<sup>c</sup>h-s<sup>h</sup>,תחש,AZUUR,NULL,NULL,H
107,שׁכם,s<sup>h</sup>ác<sup>h</sup>am,שכמ,SCHOUDERBLAD,NULL,NULL,H
108,אשׁך,<sup>ʔ</sup>-s<sup>h</sup>-k,אשכ,TESTIKEL,NULL,NULL,H
109,מתח,má-t<sup>h</sup>a<sup>c</sup>h,מתח,UITSPANNEN,NULL,NULL,H
110,שׁאב,s<sup>h</sup>á<sup>ʔ</sup>áv,שאב,WATER+SCHEPPEN,NULL,NULL,H
111,אפה,<sup>ʔ</sup>áfáh,אפה,BAKKEN,NULL,NULL,H
112,פלשׁ,pálas<sup>h</sup>,פלש,DOORGRAVEN,NULL,NULL,H
113,פלס,pálas,פלס,BEKIJKEN,NULL,NULL,H
114,קרח,qára<sup>c</sup>h,קרח,KAAL,NULL,NULL,H
115,קרר,qárar,קרר,KOUD,NULL,NULL,H
116,גבח,g-b-<sup>c</sup>h,גבח,VOORHOOFD,NULL,NULL,H
117,סלעם,s-l-<sup>ʕ</sup>-m,סלעמ,VERSLINDEN,NULL,NULL,H
118,צרי,<sup>t</sup>s-r-j,צרי,BALSEM,NULL,NULL,H
119,נסס,násas,נסס,BANIER,NULL,NULL,H
120,נוס,nus,נוס,VLUCHTEN,NULL,NULL,H
121,לעז,lá<sup>ʕ</sup>az,לעז,ONVERSTAANBAAR,NULL,NULL,H
122,גלב,g-l-b,גלב,KAPPER,NULL,NULL,H
123,חשׂף,<sup>c</sup>hásaf,חשפ,STROPEN,NULL,NULL,H
124,נבח,náva<sup>c</sup>h,נבח,BLAFFEN,NULL,NULL,H
125,מטיל,m-t-j-l,מטיל,STANG,NULL,NULL,H
126,מחץ,má<sup>c</sup>ha<sup>t</sup>s,מחצ,STUKSLAAN,NULL,NULL,H
127,טנא,t-n-<sup>ʔ</sup>,טנא,MAND,NULL,NULL,H
128,עטף,<sup>ʕ</sup>átaf,עטפ,HULLEN,NULL,NULL,H
129,אבס,<sup>ʔ</sup>ávas,אבס,VOEDEN,NULL,NULL,H
130,הלם,hálam,הלמ,HAMEREN,NULL,NULL,H
131,הלם,hálam,הלמ,HIERHEEN,NULL,NULL,H
132,יהלם,j-h-l-m,יהלמ,EDELSTEEN,NULL,NULL,H
133,היה/הוה,hájáh/h-w-h,היה/הוה,ZIJN,NULL,NULL,H
134,הוה,huh,הוה,BELANDEN,NULL,NULL,H
135,פול,p-w-l,פול,BOON,NULL,NULL,H
136,נשׂא,nása<sup>ʔ</sup>,נשא,OPHEFFEN,NULL,NULL,H
137,נשׁא,nás<sup>h</sup>a<sup>ʔ</sup>,נשא,BEDRIEGEN,NULL,NULL,H
138,בהמה,b-h-m-h,בהמה,DIER,NULL,NULL,H
139,חבט,<sup>c</sup>hávat,חבט,UITKLOPPEN,NULL,NULL,H
140,פאר,pá<sup>ʔ</sup>ar,פאר,LUISTER,NULL,NULL,H
141,פאר,pá<sup>ʔ</sup>ar,פאר,GEBLADERTE,NULL,NULL,H
142,חטב,<sup>c</sup>hátav,חטב,BONTGEKLEURD,NULL,NULL,H
143,תעה,tá<sup>ʕ</sup>áh,תעה,DWALEN,NULL,NULL,H
144,הון,hun,הונ,MAKKELIJK,NULL,NULL,H
145,הן,h-l,הנ,AANSCHOUW,NULL,NULL,H
146,אם,<sup>ʔ</sup>-m,אמ,INDIEN,NULL,NULL,H
147,ל,l,ל,NAAR,NULL,NULL,H
148,לא,l-<sup>ʔ</sup>,לא,NIET,NULL,NULL,H
149,מוק,muq,מוק,BESPOTTEN,NULL,NULL,H
150,בטן,b-t-l,בטנ,BUIK,NULL,NULL,H
151,אזר,<sup>ʔ</sup>ázar,אזר,ONDERKLEED,NULL,NULL,H
152,זר,z-r,זר,LIJSTWERK,NULL,NULL,H
153,זרת,z-r-t<sup>h</sup>,זרת,SPAN,NULL,NULL,H
154,מזל,m-z-l,מזל,STERRENBEELD,NULL,NULL,H
155,אכף,<sup>ʔ</sup>ác<sup>h</sup>af,אכפ,OPDRINGEN,NULL,NULL,H
158,כף,k-p,כפ,ROTSWAND,NULL,NULL,H
157,כפף,káfaf,כפפ,BUIGEN,NULL,NULL,H
159,כפן,káfan,כפנ,HONGER,NULL,NULL,H
160,כפתר,k-p-t<sup>h</sup>-r,כפתר,BLOEMKNOP,NULL,NULL,H
161,יצע,já<sup>t</sup>sa<sup>ʕ</sup>,יצע,SPREIDEN,NULL,NULL,H
162,צעה,<sup>t</sup>sá<sup>ʕ</sup>áh,צעה,KROMMEN,NULL,NULL,H
163,אצל,<sup>ʔ</sup>á<sup>t</sup>sal,אצל,ACHTERHOUDEN,NULL,NULL,H
164,אצל,<sup>ʔ</sup>á<sup>t</sup>sal,אצל,VERBINDEN,NULL,NULL,H
165,אצל,<sup>ʔ</sup>á<sup>t</sup>sal,אצל,EDEL,NULL,NULL,H
166,הלא,hálá<sup>ʔ</sup>,הלא,VOORBIJ,NULL,NULL,H
167,כילף,k-j-l-p,כילפ,BREEKIJZER,NULL,NULL,H
168,אסר,<sup>ʔ</sup>ásar,אסר,BINDEN,NULL,NULL,H
169,חבשׁ,<sup>c</sup>hávas<sup>h</sup>,חבש,OMWINDEN,NULL,NULL,H
170,פרס,páras,פרס,SPLITSEN,NULL,NULL,H
171,זער,z-<sup>ʕ</sup>-r,זער,BEETJE,NULL,NULL,H
172,מתג,m-t<sup>h</sup>-g,מתג,TOOM,NULL,NULL,H
173,נשׁך,nás<sup>h</sup>ac<sup>h</sup>,נשכ,BIJTEN,NULL,NULL,H
174,מרר,márar,מרר,BITTER,NULL,NULL,H
175,מרר,márar,מרר,WEGLOPEN,NULL,NULL,H
176,מרה,máráh,מרה,OPSTANDIG,NULL,NULL,H
177,שׁחל,s<sup>h</sup>-<sup>c</sup>h-l,שחל,BRULLEND,NULL,NULL,H
178,שׁחלת,s<sup>h</sup>-<sup>c</sup>h-l-t<sup>h</sup>,שחלת,ONYCHA,NULL,NULL,H
179,שׁדף,s<sup>h</sup>ádaf,שדפ,VERZENGEN,NULL,NULL,H
180,להב,l-h-b,להב,VLAM,NULL,NULL,H
181,יהוה,j-h-w-h,יהוה,JAHWE (Hij-is-ZIJNde),NULL,NULL,H
182,מום,m-w-m,מומ,SMET,NULL,NULL,H
183,מסך,másac<sup>h</sup>,מסכ,MENGEN,NULL,NULL,H
184,נסך,násac<sup>h</sup>,נסכ,VLECHTEN,NULL,NULL,H
185,קסס,qásas,קסס,ROTTEN,NULL,NULL,H
186,בהק,b-h-q,בהק,HUIDVLEK,NULL,NULL,H
187,סמדר,s-m-d-r,סמדר,WIJNBLOESEM,NULL,NULL,H
188,ותח,w-t<sup>h</sup>-<sup>c</sup>h,ותח,KNUPPEL,NULL,NULL,H
189,קהה,qáháh,קהה,STOMP,NULL,NULL,H
190,גוה,g-w-h,גוה,LICHAAM,NULL,NULL,H
191,רתח,rá-t<sup>h</sup>a<sup>c</sup>h,רתח,KOOK+BRENGEN,NULL,NULL,H
192,שׁחן,s<sup>h</sup>-<sup>c</sup>h-l,שחנ,VERWARMEN,NULL,NULL,H
193,עצם,<sup>ʕ</sup>á<sup>t</sup>sam,עצמ,BOT,NULL,NULL,H
194,עצם,<sup>ʕ</sup>á<sup>t</sup>sam,עצמ,TALRIJK,NULL,NULL,H
195,עצם,<sup>ʕ</sup>á<sup>t</sup>sam,עצמ,OGEN+SLUITEN,NULL,NULL,H
196,סאון,s-<sup>ʔ</sup>-w-l,סאונ,LAARS,NULL,NULL,H
197,רצע,rá<sup>t</sup>sa<sup>ʕ</sup>,רצע,BOREN,NULL,NULL,H
198,חצן,<sup>c</sup>h-<sup>t</sup>s-l,חצנ,IN+ARMEN,NULL,NULL,H
199,חפן,<sup>c</sup>h-p-l,חפנ,HANDHOLTE,NULL,NULL,H
200,אנס,<sup>ʔ</sup>ánas,אנס,DWINGEN,NULL,NULL,H
201,ענף,<sup>ʕ</sup>-n-p,ענפ,TAK,NULL,NULL,H
202,גבול,g-b-w-l,גבול,GRENS,NULL,NULL,H
203,גבל,gával,גבל,SMEDEN,NULL,NULL,H
204,זנק,zánaq,זנק,OPSPRINGEN,NULL,NULL,H
205,כרע,kára<sup>ʕ</sup>,כרע,NEERKNIELEN,NULL,NULL,H
206,קדד,qádad,קדד,DIEP+BUIGEN,NULL,NULL,H
207,קדה,q-d-h,קדה,KASSIE,NULL,NULL,H
208,קדקד,q-d-q-d,קדקד,KRUIN,NULL,NULL,H
209,מעים,m-<sup>ʕ</sup>-j-m,מעימ,INGEWANDEN,NULL,NULL,H
210,תאשׁור,t<sup>h</sup>-<sup>ʔ</sup>-s<sup>h</sup>-w-r,תאשור,CIPRES,NULL,NULL,H
211,אטד,<sup>ʔ</sup>-t-d,אטד,DOORNSTRUIK,NULL,NULL,H
212,סעד,sá<sup>ʕ</sup>ad,סעד,ONDERSTEUNEN (mens),NULL,NULL,H
213,כתשׁ,ká-t<sup>h</sup>as<sup>h</sup>,כתש,FIJNSTAMPEN,NULL,NULL,H
214,נהק,náhaq,נהק,BALKEN,NULL,NULL,H
215,אח,<sup>ʔ</sup>-<sup>c</sup>h,אח,VUURPOT,NULL,NULL,H
216,פרץ,pára<sup>t</sup>s,פרצ,DOORBREKEN,NULL,NULL,H
217,יפת,j-p-t<sup>h</sup>,יפת,RUIM,NULL,NULL,H
218,שׁבר,s<sup>h</sup>ávar,שבר,BREKEN,NULL,NULL,H
219,שׂבר,sávar,שבר,BESCHOUWEN,NULL,NULL,H
220,שׁבר,s<sup>h</sup>ávar,שבר,GRAAN,NULL,NULL,H
221,נתץ,ná-t<sup>h</sup>a<sup>t</sup>s,נתצ,AFBREKEN,NULL,NULL,H
222,פרק,páraq,פרק,AFRUKKEN,NULL,NULL,H
223,נתע,ná-t<sup>h</sup>a<sup>ʕ</sup>,נתע,UITSLAAN,NULL,NULL,H
224,גרשׂ,g-r-sׂ,גרש,PLETTEN,NULL,NULL,H
225,חשׁן,<sup>c</sup>h-s<sup>h</sup>-l,חשנ,BORSTPLAAT,NULL,NULL,H
1169,שׁבח,s<sup>h</sup>áva<sup>c</sup>h,שבח,LOFPRIJZEN,NULL,NULL,H
227,נשׁף,nás<sup>h</sup>af,נשפ,WAAIEN,NULL,NULL,H
228,שׁחד,s<sup>h</sup>á<sup>c</sup>had,שחד,OMKOPEN,NULL,NULL,H
229,מהר,máhar,מהר,BRUIDSSCHAT,NULL,NULL,H
230,רסן,r-s-l,רסנ,TEUGEL,NULL,NULL,H
231,נגה,n-g-h,נגה,SCHIJNEN,NULL,NULL,H
232,סמר,sámar,סמר,OVEREIND+STAAN,NULL,NULL,H
233,מכר,mác<sup>h</sup>ar,מכר,PLANNEN,NULL,NULL,H
234,דגר,dágar,דגר,BROEDEN,NULL,NULL,H
235,רתם,rá-t<sup>h</sup>am,רתמ,BREM,NULL,NULL,H
236,אח,<sup>ʔ</sup>-<sup>c</sup>h,אח,BROEDER,NULL,NULL,H
237,טטפת,t-t-p-t<sup>h</sup>,טטפת,VOORHOOFDSBAND,NULL,NULL,H
238,רצץ,rá<sup>t</sup>sa<sup>t</sup>s,רצצ,VERBRIJZELEN,NULL,NULL,H
239,רחשׁ,rá<sup>c</sup>has<sup>h</sup>,רחש,BEWEGEN,NULL,NULL,H
240,תישׁ,t<sup>h</sup>-j-s<sup>h</sup>,תיש,BOK,NULL,NULL,H
241,פרח,pára<sup>c</sup>h,פרח,UITKOMEN (plant),NULL,NULL,H
242,שׁור,s<sup>h</sup>áwar,שור,OS,NULL,NULL,H
243,אבה,<sup>ʔ</sup>áváh,אבה,BIES,NULL,NULL,H
244,סבל,sával,סבל,LAST,NULL,NULL,H
245,כשׂה,kásah,כשה,ZWAARLIJVIG,NULL,NULL,H
246,שׂרף,sáraf,שרפ,VERBRANDEN,NULL,NULL,H
247,מרט,márat,מרט,POLIJSTEN,NULL,NULL,H
248,חתר,<sup>c</sup>há-t<sup>h</sup>ar,חתר,DOORDRINGEN,NULL,NULL,H
249,טמן,táman,טמנ,BEGRAVEN,NULL,NULL,H
250,ברם,b-r-m,ברמ,MAAR,NULL,NULL,H
251,שׁמץ,s<sup>h</sup>-m-<sup>t</sup>s,שמצ,GEFLUISTER,NULL,NULL,H
252,קלחת,q-l-<sup>c</sup>h-t<sup>h</sup>,קלחת,KETEL,NULL,NULL,H
253,קרא,qárá<sup>ʔ</sup>,קרא,ROEPEN,NULL,NULL,H
254,קרה,qáráh,קרה,ONTMOETEN,NULL,NULL,H
255,שׁתק,s<sup>h</sup>á-t<sup>h</sup>aq,שתק,BEDAREN,NULL,NULL,H
256,חנה,<sup>c</sup>hánáh,חנה,KAMP,NULL,NULL,H
257,חנית,<sup>c</sup>h-n-j-t<sup>h</sup>,חנית,SPEER,NULL,NULL,H
258,שׁבה,s<sup>h</sup>ávah,שבה,KRIJGSGEVANGEN,NULL,NULL,H
259,נפך,n-p-k,נפכ,GRANAATSTEEN,NULL,NULL,H
260,פסל,pásal,פסל,KERVEN,NULL,NULL,H
261,ארגז,<sup>ʔ</sup>-r-g-z,ארגז,DOOS,NULL,NULL,H
262,טול,tul,טול,WEGSLINGEREN,NULL,NULL,H
263,טלל‎,t-l-l‎,טלל‎,BEVOCHTIGEN,NULL,NULL,H
264,טלא,tálá<sup>ʔ</sup>,טלא,GEVLEKT,NULL,NULL,H
265,טלל,tálal,טלל,OVERDEKKEN,NULL,NULL,H
1988,באשׁ,bá<sup>ʔ</sup>as<sup>h</sup>,באש,STINKEN,NULL,NULL,H
267,זנח,zána<sup>c</sup>h,זנח,VERWERPEN,NULL,NULL,H
268,שׁבת,s<sup>h</sup>áva-t<sup>h</sup>,שבת,OPHOUDEN (ergens mee),NULL,NULL,H
269,ארז,<sup>ʔ</sup>-r-z,ארז,STEVIG,NULL,NULL,H
270,ספן,sáfan,ספנ,AFDEKKEN,NULL,NULL,H
271,טבור,t-b-w-r,טבור,NAVEL (fig),NULL,NULL,H
272,רתק,rá-t<sup>h</sup>aq,רתק,KETENEN,NULL,NULL,H
273,חדר,<sup>c</sup>hádar,חדר,OMSINGELEN,NULL,NULL,H
274,רזן,rázan,רזנ,HOOGWAARDIG,NULL,NULL,H
275,מור,mur,מור,VERWISSELEN,NULL,NULL,H
276,מורה,m-w-r-h,מורה,SCHEERMES,NULL,NULL,H
277,תהו,t<sup>h</sup>-h-w,תהו,CHAOS,NULL,NULL,H
278,תהום,t<sup>h</sup>-h-w-m,תהומ,WATERDIEPTE,NULL,NULL,H
279,הבר,hávar,הבר,OPDELEN,NULL,NULL,H
280,המר,h-m-r,המר,STORTEN (regen),NULL,NULL,H
281,אפק,<sup>ʔ</sup>áfaq,אפק,BEDWINGEN,NULL,NULL,H
282,חזה,<sup>c</sup>házáh,חזה,WAARNEMEN,NULL,NULL,H
283,סרן,s-r-l,סרנ,WIELAS,NULL,NULL,H
284,סרן,s-r-l,סרנ,STADSVORST,NULL,NULL,H
285,שׂרין,sׂ-r-j-l,שרינ,HARNAS,NULL,NULL,H
286,חרשׁ,<sup>c</sup>háras<sup>h</sup>,חרש,KRASSEN,NULL,NULL,H
287,חרשׁ,<sup>c</sup>háras<sup>h</sup>,חרש,DOOF,NULL,NULL,H
288,בחר,bá<sup>c</sup>har,בחר,UITLEZEN,NULL,NULL,H
289,חטב,<sup>c</sup>hátav,חטב,HOUTHAKKEN,NULL,NULL,H
290,קנמן,q-n-m-l,קנמנ,KANEEL,NULL,NULL,H
291,חוג,<sup>c</sup>hug,חוג,KRING,NULL,NULL,H
293,המונך,h-m-w-n-k,המונכ,HALSKETTING,NULL,NULL,H
294,המה,hámáh,המה,RUMOER,NULL,NULL,H
295,המם,hámam,הממ,VERWARREN,NULL,NULL,H
296,הום,hum,הומ,BEROEREN,NULL,NULL,H
297,צהר,<sup>t</sup>sáhar,צהר,GLIMMEN,NULL,NULL,H
298,טפר,t-p-r,טפר,KLAUW,NULL,NULL,H
299,חסף,<sup>c</sup>h-s-p,חספ,KLEI,NULL,NULL,H
300,טהר,táhar,טהר,REIN,NULL,NULL,H
301,שׁסע,s<sup>h</sup>ása<sup>ʕ</sup>,שסע,KLIEVEN,NULL,NULL,H
302,דרג,d-r-g,דרג,STAPPEN,NULL,NULL,H
303,דבק,dávaq,דבק,KLEVEN,NULL,NULL,H
304,בצע,bá<sup>t</sup>sa<sup>ʕ</sup>,בצע,DRAAD+DOORSNIJDEN,NULL,NULL,H
305,בגד,bágad,בגד,VERRADERLIJK,NULL,NULL,H
306,בגד,bágad,בגד,GEWAAD,NULL,NULL,H
307,רגב,r-g-b,רגב,AARDKLUIT,NULL,NULL,H
308,גושׁ,g-w-s<sup>h</sup>,גוש,KLUIT,NULL,NULL,H
309,נגשׁ,nágas<sup>h</sup>,נגש,DICHTERBIJ+KOMEN,NULL,NULL,H
310,לבשׁ,lávas<sup>h</sup>,לבש,KLEDEN,NULL,NULL,H
311,ענן,<sup>ʕ</sup>ánan,עננ,WOLK,NULL,NULL,H
312,שׁבט,s<sup>h</sup>-b-t,שבט,STOK,NULL,NULL,H
313,שׁבט,s<sup>h</sup>-b-t,שבט,SHEBAT,NULL,NULL,H
314,פחם,p-<sup>c</sup>h-m,פחמ,HOUTSKOOL,NULL,NULL,H
315,תחר,t<sup>h</sup>-<sup>c</sup>h-r,תחר,WAPENROK,NULL,NULL,H
316,כנת,k-n-t<sup>h</sup>,כנת,AMBTGENOOT,NULL,NULL,H
317,כנס,kánas,כנס,VERGADEREN,NULL,NULL,H
318,מחה,má<sup>c</sup>háh,מחה,KLAPPEN,NULL,NULL,H
319,פקע,p-q-<sup>ʕ</sup>,פקע,SPLIJTEN,NULL,NULL,H
320,צפת,<sup>t</sup>s-p-t<sup>h</sup>,צפת,PILAARHOOFD,NULL,NULL,H
321,רצף,rá<sup>t</sup>saf,רצפ,GLOEIEN,NULL,NULL,H
322,צנח,<sup>t</sup>sána<sup>c</sup>h,צנח,NEERPLOFFEN,NULL,NULL,H
323,פגע,pága<sup>ʕ</sup>,פגע,KOMEN+OP,NULL,NULL,H
324,תמם,támam,תממ,VOLTOOID,NULL,NULL,H
325,יתם,j-t<sup>h</sup>-m,יתמ,WEES,NULL,NULL,H
326,תמה,t<sup>h</sup>-m-h,תמה,VERBAZEN,NULL,NULL,H
327,סלק,sálaq,סלק,OPKLIMMEN,NULL,NULL,H
328,צחק,<sup>t</sup>sá<sup>c</sup>haq,צחק,LACHEN,NULL,NULL,H
329,שׁחק,s<sup>h</sup>á<sup>c</sup>haq,שחק,VERGRUIZELEN,NULL,NULL,H
330,עזב,<sup>ʕ</sup>ázav,עזב,ACHTERLATEN,NULL,NULL,H
331,גמד,g-m-d,גמד,INTREKKEN,NULL,NULL,H
332,נקף,náqaf,נקפ,RONDGAAN,NULL,NULL,H
333,נקף,náqaf,נקפ,NEERHAKKEN,NULL,NULL,H
